review_uid,accesibilidad,alojamiento,atencion_servicio,atractivos,costos,gastronomia,limpieza,seguridad,destination,pool,stars,text_clean
gm_d8a455fe2570483a,negativo,ausente,neutro,neutro,negativo,ausente,ausente,ausente,Parque Arqueológico de Sacsayhuamán,B_minado,1,"Lots of walking for an ok Inca temple. Really just walls of rocks. Interesting but grossly overpriced at USD$25 person with no map, brochure or anything. Annoying guides constantly to sell their services. If you’re doing Machu Picchu, skip this!!!"
gm_d8ba9838fdad003f,ausente,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Circuito Mágico del Agua,A_representativo,5,"Must visit if you are visiting Lima,Peru. This is a huge park with 10+ amazing fountains! The light and musical fountains shows at night are incredible. You can easily spend 2-3 hrs here watching the spectacular fountains!"
gm_d8db53e5cb795a8c,neutro,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Parque Nacional Huascarán,B_minado,5,"Impressive park. I've been traveling for 4 years, and this is in the top 2 places I've been in from Central America, Colombia and Ecuador. Glacier lakes, waterfalls to numerous to mention, glaciers and mountain streams by the dozen. You definitely want to take the trip from Carhuaz to Chacas. And if you can't get a window seat, wait for another bus. If your not by the window, you'll miss some of the most amazing scenery on earth. If your into the outdoors, there's hiking to mountain glacier lakes, there's rock and ice climbing, and if your into Mountain climbing - well, there's dozens to choose from. Even if you're in your 60's like me, and are not as active as you once were, this park will not disappoint you. It's your loss if you come to Peru and do not go to this park. I'd put it up there with the best parks of any in the world."
gm_d92bc2b02469fd13,ausente,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Santuario Arqueológico de Pachacámac,A_representativo,4,"Muy recomendable por su excelente exposición permanente en el museo de sitio además la importancia histórica del santuario como centro de peregrinación de varias culturas pre hispánicas, que lo consideraban como un horáculo de consulta obligada así se evidencia con la presencia de tantos templos que ahora se están reconstruyendo parcialmente y cuya extensión es tan grande que se debe visitar con ropa de campo"
gm_d97a990f242624bf,ausente,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Parque Nacional Huascarán,A_representativo,5,La serranía peruana es muy hermosa y me encantó todo y quedaron grabadas en mi los hermosos paisajes.
gm_d991b2956aa8ed56,neutro,ausente,neutro,ausente,ausente,ausente,ausente,ausente,Sitio Arqueológico de Ollantaytambo,B_minado,4,Impressive and interesting archeological site. Walk slow or the low level of oxygen will hit you! Hire a reliable tourist guide to understand why and how it was build. You’ll be amazed!
gm_da8b1e24a81bbefc,ausente,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Líneas y Geoglifos de Nasca y Palpa,A_representativo,5,"Es un bello y curioso sitio, en el que de seguro algo misterioso encierra. ."
gm_dae1214a037cb887,ausente,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Valle del Colca,B_minado,3,Lindo lugar. Pero nada fuera de lo común para quien ya conoce varios puntos de la cordillera de los Andes. Los prometidos cóndores ni se asomaron
gm_db428e8a02444f51,positivo,positivo,positivo,positivo,positivo,ausente,ausente,ausente,Sitio Arqueológico de Ollantaytambo,B_minado,5,"It was beautiful. We were on a tour and learned a bit of the history of Peru and the highly advanced Inca Empire of South America in architecture, cultivation, and aqueducts to the Nasca lines. The people are shy, but friendly and courtesy once we got to know them on a personal level. Their civeche are hands down the best I have ever tried so far. We had a wonderful experience. And are planning to return to visit Machu Picchu and I, to seek spiritual awakening. Don't make the mistake that we did and make reservations for Machu Picchu months in advance because tickets sellout, for transportation, I recommend the luxury buses and be prepared for the two-miles-high club hike and altitude sickness. Have a great trip and a happy, prosperous life!"
gm_dbdb6ea64d59855e,ausente,sin_consenso,ausente,negativo,ausente,ausente,negativo,negativo,Reserva Nacional de Paracas,A_representativo,1,La playa estaba cochina llena de restos de basura carbon de las fogatas....no deberia permitirse que se hagan campamentos...el colmonde que se pongan a vender como si fuera bodegas en la arena.....en general muy descuidado
gm_dbe7f015aefa4c5b,neutro,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Sitio Arqueológico de Ollantaytambo,B_minado,5,Beautiful location. We arrived at 8:15am so it was very quiet. There is a short hike within to see the topmost ruins but well worth it. Took us about 15mins going slowly even though it looks intimidating.
gm_dbed1e0cbfcd70e8,negativo,ausente,negativo,sin_consenso,ausente,ausente,ausente,ausente,Sitio Arqueológico de Ollantaytambo,B_minado,2,"We had a terrible experience here. It is very hard to find any valuable descriptions online so we wanted to hire a guide. It was super hard to find anybody who spoke English, and the one who appeared finally asked for 120 SOLs, which is ridiculous. We wanted to join a group but it was not possible. The place in the afternoon is a no-go. It is overcrowded with tourists, you cannot enjoy anything. The sun shines from behind the hill, so for one, the site is already in shade, which is not pretty, and it shines in your face so you cannot see anything. Don’t be like us, go in the morning. Half of the site was closed which was not even indicated just up on the hill. Without a guide in bad lighting conditions they are just stones, it is not pretty, and the crowd is annoying. Worst historical site visit I ever had."
gm_dc158eadbafdcf36,ausente,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Catarata de Ahuashiyacu,A_representativo,5,"Muy bonito, deben llevar cambio de ropa o ir con algo ligero porque te mojas y repelente para los zancudos"
gm_dc1c5c6c90c6b5c7,positivo,ausente,ausente,positivo,ausente,ausente,positivo,ausente,Catarata de Ahuashiyacu,A_representativo,5,"Beautiful waterfall, hike us easy, well maintained, paved with handrails in spots that could be tricky. Lots of steps, not too steep but if you have problems with your knees you will just go a little slower."
gm_dc41c95ef1a4b993,ausente,ausente,ausente,neutro,ausente,ausente,ausente,ausente,Museo Tumbas Reales del Señor de Sipán,B_minado,3,"Interesante infraestructura, y cultura muy entrañable, pero se siente un leve descuido, siempre uwdw seguir mejorando"
gm_dcff2742dfa87740,ausente,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Complejo Arqueológico Chan Chan,B_minado,1,"Museum is very average. Very small, nothing in English. Not much there full stop. Would recommend going straight to the town"
gm_dd237d55d20e8266,ausente,ausente,ausente,neutro,ausente,ausente,ausente,ausente,Reserva Nacional de Paracas,A_representativo,5,"Un lugar relajante para aquellos que les guste nadar, la arena y las olas diferentes a cualquier playa."
gm_dd4ce054e6f456b9,positivo,ausente,ausente,positivo,positivo,ausente,ausente,ausente,Museo de Sitio Huaca Pucllana,A_representativo,5,We enjoyed the archeological site and tour very much. It was a great bargin on the entrance fee ($5). The English tour took about 1 hour and hit all the location around the pyramid. Highly recommend.
gm_ddbd2e32d6fa91e2,neutro,ausente,positivo,positivo,neutro,ausente,ausente,ausente,Ciudadela de Kuélap,A_representativo,5,"Conocer la Ciudadela de Kuelap no tiene pierde, para pasar una buena experiencia será importante contar con un buen guía turístico en nuestro caso fue (Sr. Manuel Abanto) nos tocó un día lluvioso y menos mal en la ciudad de Tingo ofrecen los ponchos a solo 5 soles, para llegar hasta la ciudadela la caminata es leve y accesible con espacios para descansar."
gm_ddcc5a3338aab7a3,negativo,ausente,negativo,positivo,ausente,ausente,ausente,ausente,Catarata de Ahuashiyacu,B_minado,3,Bonito sitio. Una caminata de subida y harta gente desorganizada para tomar fotos. La bajada es lo peor
gm_de41e0e002bc5c91,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente,Parque Arqueológico de Sacsayhuamán,A_representativo,5,"Huge site, nice views. Needs more time than the tour guides afford. Plan at least an hour."
gm_deadd655464718ef,ausente,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Catarata de Ahuashiyacu,A_representativo,5,"Muy relajante, super hermosa, es lo mejor de la naturaleza, para darse un chapuzón y tomarse muchas fotitos ."
gm_deaf66aa46b899c1,positivo,ausente,ausente,neutro,ausente,ausente,ausente,ausente,Museo de Sitio Huaca Pucllana,B_minado,3,"Nice to visit, especially if staying or walking in the area. I wouldn't organize a special trip for it. The tiny museum beside the entrance is very interesting with several cool artifacts."
gm_dec1e0d04980b616,neutro,ausente,ausente,neutro,negativo,ausente,ausente,ausente,Líneas y Geoglifos de Nasca y Palpa,B_minado,1,"Me parece un timo te cuesta una pasta el taxi, la avioneta carísima, hay que pagar tasas, 3 veces te piden un pasaporte y la vacunación hay que pagar tasas, y al final es media hora lo que estás y ves las figuras pequeñitas eso sí no te mareas...Uf mucho mejor el mirador."
gm_def5e696b08036e7,positivo,ausente,ausente,positivo,positivo,ausente,negativo,ausente,Parque Nacional Huascarán,B_minado,5,"Muy bonita y única la experiencia de poder conocer este parque nacional, las lagunas son preciosas y el camino para llegar es muy lindo, lleno de vegetación, animales, montañas y glaciares. Se puede apreciar el glaciar en todo su esplendor desde un mirador y luego de pasar el túnel tienes las lagunas con agua turquesa. Muy bonito todo. Favor de no dejar basura ni envoltura de nada. Totalmente recomendable 🤙."
gm_df3d8a0796ab0a73,ausente,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Líneas y Geoglifos de Nasca y Palpa,A_representativo,5,"Amazing experience, places like this makes me feel so proud to be Peruvian ❤️"
gm_dfe4148aa68b005b,positivo,ausente,positivo,positivo,ausente,ausente,ausente,ausente,Ciudadela de Kuélap,A_representativo,5,"Una hermosa experiencia, les recomiendo que vayan con servicio de guía puesto que es muy importante conocer la historia de este centro arqueológico, los teleféricos son asombroso y la gente de la zona es muy gentil, recomendadazo!!!"
gm_dffab29d4f092db7,ausente,ausente,ausente,negativo,ausente,ausente,ausente,ausente,Santuario Histórico de Machu Picchu,B_minado,1,"Very disappointed and unimpressed. They try and hide the true history. The site is very bare. If you only want pictures then it's ok to visit, if you want true history better off doing your own research"
gm_e012fdcf59b6c3c6,ausente,ausente,positivo,positivo,positivo,positivo,ausente,ausente,Complejo Arqueológico Chan Chan,B_minado,5,"El Museo de Sitio de Chan Chan un museo muy interesante con objetos de valor y tmb replicas, que nos muestra claramente la historia de esa epoca , hay jarros platos y muchos objetos tmb una replica grande tamaño de una sala de la ciudad de chan chan donde esta permitido tomar las fotos que kieras, el recorrido solo demorará 20 minutos aprox y con guia 30 minutos, si deseas ir por tu cuenta tmb es una buena opcion todo tiene su letrero, la entrada esta 10 soles y esta abierto hasta las 4pm."
gm_e0a45758aae5aceb,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente,Líneas y Geoglifos de Nasca y Palpa,B_minado,4,"I would LOVE to go to see all the glyphs. It's too bad that we, as a race, are incompatible with 0ne Another, we're all human, yet some of us never even run into the ""ONE"" we just flog through life thinking, and maybe hoping that we may one day have something"
gm_e0bbaa089dcbb197,negativo,ausente,ausente,positivo,negativo,ausente,ausente,ausente,Parque Nacional Huascarán,A_representativo,5,"Uno de los paisajes mas espectaculares que he visitado en mi vida, limpio, puro y lleno de naturaleza. La entrada cuesta 10 soles y hay que tener en cuenta que mientras mas se sube mas frio es, ademas de lo difícil del terreno si se va en vehículo, es todo trocha."
gm_e12698c8dfad8fb2,ausente,ausente,positivo,neutro,ausente,ausente,ausente,ausente,Museo Tumbas Reales del Señor de Sipán,A_representativo,5,"Por el momento no hay visitas, pero hay que estar atento con sus publicaciones para su pronta reapertura, además cerca está el Museo Bruning que está abierto martes y jueves."
gm_e1403c02fca9a0be,neutro,ausente,ausente,positivo,ausente,ausente,neutro,neutro,Parque Nacional Huascarán,A_representativo,5,"Me encantó, lugar perfecto para las personas que aman la montaña y la naturaleza... Hay muchas opciones para hacer trekking... Las lagunas son hermosas estoy segura que te enamoraras de los nevados. Solo tenee cuidado con el mal de altura y estar muy aclimatado"
gm_e16e75368a26358c,ausente,ausente,positivo,positivo,ausente,ausente,ausente,ausente,Complejo Arqueológico Chan Chan,A_representativo,5,Les recomiendo contar con los servicios de los guias para q puedan conocer un poco más de nuestra historia
gm_e172fa286fe852a7,ausente,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Catarata de Ahuashiyacu,A_representativo,5,"Lindo lugar, pese a que no es temporada de lluvias las cataratas son muy vistosas."
gm_e1a3fd33758076c1,neutro,ausente,neutro,ausente,ausente,ausente,ausente,ausente,Santuario Arqueológico de Pachacámac,B_minado,1,Pésima atención e información sobre los horarios de ingreso. A algunos les dicen que no hay ingreso.mientras q a otras personas dejan ingresar
gm_e218406808fe38de,ausente,neutro,neutro,neutro,neutro,ausente,ausente,ausente,Líneas y Geoglifos de Nasca y Palpa,B_minado,5,"Flights are bought in Nazca, while the sale of tickets is also weighing passengers - probably for the correct balance of small aircraft, the airport is about 5-6 km outside the city. In the cabin there are 4 passengers, a pilot and a guide, who draws attention to the individual patterns during the flight. The pilot flies to the shapes so that passengers can take pictures from both sides of the aircraft. Most noticeable are the lines that intersect. Some patterns are clearly visible, some (such as the ""astronaut"") are rather dim - perhaps depending on the direction of the lighting. It is interesting that through several figures passes Panamericana and there is also a lookout tower, from which the ""cut"" figures are partially visible, but in any case it does not provide such a view as from an airplane."
gm_e23913e7bf28d5bc,ausente,neutro,ausente,positivo,ausente,ausente,ausente,ausente,Reserva Nacional de Paracas,B_minado,3,"La experiencia fue genial, pero los S.S. H.H son un ascooo. Que pena por que es zona de reserva"
gm_e25b77763b7660fa,ausente,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Líneas y Geoglifos de Nasca y Palpa,A_representativo,3,"La verdad que vale la pena, es una linda experiencia sobre volar las líneas de Nazca, te puedes marear porque el avión debe inclinarse de un lado a otro para que puedas apreciar los dibujos. El punto que se marca aquí, no es correcto, están más abajo y a la derecha."
gm_e291d5b323560b29,ausente,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Líneas y Geoglifos de Nasca y Palpa,A_representativo,4,Private plane that held six people. Amazing thing to have done although my stomach may not forgive me!! The pilots were great and told us what we were seeing as we were going along. And luckily I took something before getting the flight but another lady was not so lucky and came off. Feeling quite worse for wear. Pulled up spectacular scenery and history. I don't underestimate how much the plane twists and turns!!
gm_e2db016bc46ec510,ausente,ausente,neutro,ausente,ausente,ausente,ausente,ausente,Huacas del Sol y de la Luna,A_representativo,5,Es un lugar donde acabas de entender lo q se aprendió en la tarde escuela de la muy interesante
gm_e300e7507345336d,positivo,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Ciudadela de Kuélap,A_representativo,5,"All I can say is wow. This site is amazing, the walk through the historical buildings is beautiful and the view is breathtaking. It isn't a huge sight and there is a 1.4km hike up hill to the actual site once you get off the cable cars but it's worth it (you could rent a horse if you wanted to). It's quite uneven so if mobility is an issue you might need to take care."
gm_e354b5d4ff13084d,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente,Circuito Mágico del Agua,A_representativo,5,We haven't had the chance to see it during the night but it is a nice and quite place to relax during the day as well.
gm_e3c6c8a05a344d8f,positivo,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Santuario Histórico de Machu Picchu,A_representativo,5,"Highly recommended taking the 4 day trek to see this. It was the hardest thing I've ever done but the most rewarding thing too. Views are stunning, beautiful and I felt truly privileged to see this with my own eyes"
gm_e3dba19ea0d16775,ausente,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Huacas del Sol y de la Luna,A_representativo,4,"Siempre impresionante la historia de los mochicas, mucho más cuando están grabados en sus murales y ceramios"
gm_e43d12dad97c0986,neutro,ausente,neutro,positivo,ausente,ausente,ausente,ausente,Santuario Arqueológico de Pachacámac,A_representativo,5,Muy bonita experiencia. Sería más interesante si un guía puede acompañar en el recorrido. Llevar agua y bloqueador porque la caminata es larga.
gm_e46f6be3360798b9,positivo,ausente,neutro,positivo,positivo,ausente,ausente,ausente,Complejo Arqueológico Chan Chan,B_minado,3,A lot to improve. Large model map is good to show the scale of the city but could do with some annotations. Has some exhibits but no real explanation of the city's history. I came before going to the ruins hoping it'd give some information about what I'm looking at but didn't help at all. But it's cheap to enter.
gm_e4b08650b1d185e4,neutro,ausente,ausente,neutro,ausente,ausente,neutro,neutro,Reserva Nacional de Paracas,A_representativo,5,La mejor playa de Paracas. Con agua tranquilas para niños y adultos. Cuidado con llegar a la islita se pueden raspar como yo jiji
gm_e4c23993c12aba05,ausente,neutro,ausente,positivo,ausente,ausente,ausente,ausente,Reserva Nacional de Paracas,B_minado,3,"La playa es bella, es tranquila, sin embargo sus aguas son muy frías. Se pueden apreciar muchas aves guaneras a pocos metros, es apta para buzeo y realizar pequeños campamentos familiares."
gm_e4c7ac7ef37bebd4,ausente,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Catarata de Ahuashiyacu,A_representativo,5,"Agradable lugar para tener contacto con la Naturaleza,si usted quiere bañar hace un frío 😂😂🤣"
gm_e4f49fb12a96c087,ausente,ausente,ausente,positivo,positivo,ausente,ausente,ausente,Circuito Mágico del Agua,A_representativo,5,"Lots of different fountains to see, really good value for money as it takes around 2hrs to see it all."
gm_e5826dc75df786c4,ausente,ausente,ausente,positivo,ausente,ausente,positivo,positivo,Santuario Arqueológico de Pachacámac,B_minado,3,"Excelente para conocer un poco más las civilizaciones pre Incas, el museo esta muy bien hecho y el sitio arqueológico impresionante pero no tan bien cuidado."
gm_e71a2b5f299dcedf,neutro,neutro,ausente,negativo,ausente,ausente,ausente,ausente,Ciudadela de Kuélap,A_representativo,2,During one hour of walking inside the “fortaleza” were three guides. Just said please continue but do not explain anything . They preferred to stay sit down and not do the job or guides. Very bad for an attraction like this
gm_e72add0f625e5ebf,ausente,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Parque Nacional Huascarán,A_representativo,5,"Es un lugar muy bello donde se disfruta de un paisaje extraordinario, aire puro, un lugar mágico donde te recargas de energías positivas y buenas vibras"
gm_e73e5bb7103b88e1,ausente,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Reserva Nacional de Paracas,A_representativo,5,"Simplemente hermoso, grandioso, fabuloso ...si te gusta la fotografia es una muy buena opcion. Tome fotos con mi celular y bueno con una cámara profesional estoy seguro que unieran sido muchísimo mejor ...me encanto el lugar el paisaje"
gm_e7940b2cc10ca9db,ausente,ausente,positivo,positivo,ausente,ausente,ausente,ausente,Sitio Arqueológico de Ollantaytambo,A_representativo,5,"The architecture was amazing, great scenery and my advice is to go early before the bulk of the tourists arrive. The vendors had nice swag if you haven't shopped yet. Highly recommend taking a tour guide with you as the rocks wont give you the appreciation it deserved."
gm_e7c07c51580ef2a2,positivo,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Catarata de Ahuashiyacu,A_representativo,5,"Hermosa catarata, una pequeña subida con escalones de piedra, poca dificultad. Vale la pena, sus aguas frias pero excelente para refrescarse del calor."
gm_e7e64b1953b45451,positivo,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Parque Nacional Huascarán,B_minado,3,Espectacular vista Corto paseo en bote y falta de otras opciones en la misma Laguna Yanganuco
gm_e7eb14522993acca,ausente,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Ciudadela de Kuélap,A_representativo,4,"Fascinante,,es la segunda vez.que la visitó, después de 25 años he regresado pero esta vez con mi hijo y mi nieta Ari, un paseo inolvidable."
gm_e870d0b0b542962b,ausente,ausente,positivo,positivo,ausente,ausente,ausente,ausente,Complejo Arqueológico Chan Chan,B_minado,2,"No hay buena información como para leer y entender la cultura de CHAN CHAN, pésimo.... para un turista no tendrán información de una gran cultura o es necesario el guía?? Y no tener información de cada punto ubicado en chan chan....."
gm_e8a325dd1d8074d7,neutro,ausente,neutro,negativo,neutro,ausente,negativo,ausente,Parque Arqueológico de Sacsayhuamán,B_minado,2,"You pay around 15€ per person just to walk around there. No brochure provided no information nothing. If you go a bit more to the north there are some tunnel like structures which smell like pee and you’ll find plastic trash in every bush, while people climbed on the Inca rocks… I mean if you take 15€ per person you could at least hire someone who picks up the trash that people throw there no? Or install bins somewhere. The ruin itself is nice to visit and you can spent 1-2h there but the price is in no relation in what they actually provide or invest in maintenance."
gm_e8aec1761d8bde1d,ausente,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Sitio Arqueológico de Ollantaytambo,A_representativo,5,The whole sacred valley of the Incas is amazing. Everyone should come and see by yourself how incredible was the Inca's society.
gm_e8fcb440934259ee,positivo,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Complejo Arqueológico Chan Chan,A_representativo,5,"Hermoso lugar cultural, cuenta con 7na ruta en bicicleta para conocer por el interior del Complejo arqueológico Chan Chan"
gm_e907b0729d1ab459,ausente,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Museo Tumbas Reales del Señor de Sipán,A_representativo,5,"Es maravilloso todo lo que se puede ver allí, la alta calidad de la orfebrería que se alcanzó en aquél tiempo es impresionante, es para entrar y perderse en la historia, definitivamente es un mundo aparte, para reflexionar sobre todo para valorar lo mucho que se nos legó a nuestra cultura e historia.li recomiendo especialmente a los amantes de los museos.Vale la pena."
gm_e90dbad452dfd73d,neutro,ausente,neutro,positivo,neutro,ausente,neutro,ausente,Museo Tumbas Reales del Señor de Sipán,B_minado,3,Pues a la entrada para el.estacionamiento hay desniveles en la.pista y una vez dentro se observa que descuidan el manenimiento de los servicios higienicos Depues.dentro del museo si que tiene historia y es muy bonito
gm_ea04e962fff56d02,neutro,neutro,ausente,positivo,neutro,ausente,ausente,ausente,Circuito Mágico del Agua,A_representativo,5,"It is a must see, while in Lima. The park even without the fountains was peaceful and beautiful. The music and fountains were amazing. We spent 8 soles for the taxi and 4 soles each to see the evening light and music show. I recommend arriving at 6 and watching the 7:15 show. There are plenty of taxi's to return you home or to your hotel. Ask the taxi how much before jumping in."
gm_ea478e443b2d496a,ausente,ausente,ausente,positivo,ausente,positivo,ausente,ausente,Valle del Colca,A_representativo,5,"esplendido lugar para pasar un rato agradable con las personas y disfrutar del vuelo del condor, ademas muchos miradores donde la gente podra sentirse tranquila consigo misma, lleven abrigo y agua y si tienen una bebida caliente, mucho mejor."
gm_ea6a5432ef0fa266,ausente,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Parque Arqueológico de Sacsayhuamán,A_representativo,5,Very amazing Inca structure. Hard to imagine how they built the thing. A must go in Cuzco
gm_eb03b27d61f67978,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente,Santuario Arqueológico de Pachacámac,A_representativo,5,Una belleza que permite apreciar los logros de nuestros antepasados y ahora puedes recorrerlo en bicecletañ
gm_eb1deeba84f5bfce,neutro,ausente,ausente,neutro,ausente,ausente,ausente,ausente,Circuito Mágico del Agua,B_minado,2,"If you like overtouristic places and screaming children, than this is your place to be. The maze of fountains is child's play compared to finding your way to the exit."
gm_ebc13e085699be5d,neutro,ausente,neutro,neutro,neutro,neutro,neutro,neutro,Circuito Mágico del Agua,A_representativo,5,"When I first entered, I was underwhelmed. But after walking around for a while and seeing the different fountains, I realised that there was actually more there than I first anticipated. The main fountains varied their patterns over time, keeping interest alive. They varied from strong jets of water to spray effects and the lighting added further interest. The main Magic Fountain has incredibly powerful jets that shoot water up very high at times and the patterns vary over time well. There is also a fun tunnel made from water that people can walk through, but watch out for idiots that like to disrupt the water jets by putting their hands on the way in order to try to wet other visitors. But the main attraction is the 120 metre Fantasy Fountain, which has a display every 45 minutes or so. During this time, the fountains create a spray onto which projectors display an interesting film about the history of the country. This is mixed with music, lighting and other water jets to very good effect. It only cost 4 Soles to enter and they accept credit cards also. As you might expect, there are also food and drink vendors and toilets inside. There is also a fountain that people can go inside and play in (and get soaking wet)."
gm_ec2123f1370c3fb7,ausente,ausente,ausente,positivo,positivo,ausente,ausente,ausente,Santuario Arqueológico de Pachacámac,A_representativo,5,"Es un lugar un poco lejos de Lima, pero es muy bonito arquitectónicamente; puedes aprender sobre la cultura y caminar hasta el templo del sol, lugar donde puedes descansar viendo el mar y el complejo. Se puede ir cualquier domingo del primer mes y la entrada es totalmente gratuita, solo se gastaría en pasaje."
gm_ec28e7e16051033e,ausente,ausente,ausente,positivo,positivo,ausente,ausente,ausente,Complejo Arqueológico Chan Chan,A_representativo,4,Para conocer parte nuestra historia es bueno. Hay guías q te enseñan el lugar. Y bueno los precionar son acequibles
gm_ec39fd15d7716947,ausente,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Catarata de Ahuashiyacu,A_representativo,5,"Bonito lugar, de preferencia lleven repelente por la cantidad de mosquitos y zancudos que hay."
gm_ec3d4b7a906e91e8,ausente,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Reserva Nacional de Paracas,A_representativo,5,"Es un lugar bellísimo, inspira volver y compartir lo bello de Paracas, la mina un lugar alejado con un color hermoso y único sólo nuestro Perú."
gm_ec44f02f5280eca2,neutro,ausente,positivo,positivo,neutro,ausente,positivo,ausente,Santuario Arqueológico de Pachacámac,A_representativo,5,"Fascinating archaeological site just outside Lima! The museum is modern, clean and very well curated, offering a clear explanation of the history of Pachacamac and the different cultures that lived here — from the Lima and Wari to the Inca civilization. The ruins are vast and impressive, with temples, plazas and stunning views of the valley and the Pacific Ocean. Entry costs S/15 per person, and you can explore the site either by walking or by car. Highly recommended to go with a guide to understand the cultural and spiritual importance of the place."
gm_ecbb1bddb212ca3e,ausente,ausente,positivo,ausente,ausente,ausente,ausente,ausente,Museo de Sitio Huaca Pucllana,B_minado,1,Not handicapped friendly. I would love to tell you about this place but I opted not to tour. Reason was that all tours are guided. Handicapped people can only do 1/2 of the tour. The tour then leaves the handicapped person at a particular place in the very hot peruvian sun for however long the able bodied people take to finish the rest of the tour. We were told 30-45 minutes. Can you imagine putting your 85 year old grandmother old in the sun in the middle of the day for that long? I cannot and cannot relate to what the Peruvians are thinking!!! Obviously they are not. I consider that cruel and that I why i cannot comment except to say your handicapped policies suck!!!
gm_ecc1c249c7b397bd,ausente,ausente,positivo,positivo,ausente,ausente,ausente,ausente,Complejo Arqueológico Chan Chan,A_representativo,3,"El museo es pequeño y bonito, hace falta que añadan las descripciones de lo que se observa para poder visitarlo sin la necesidad de un guía"
gm_ece893f45b137890,ausente,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Museo Tumbas Reales del Señor de Sipán,B_minado,3,Museo muy bonito. Lastima que muchas de las piezas expuestaa no son originales sino réplicas. Pero igual vale la pena ir a conocer la cultura a se desarrolló en territorio lambayeque
gm_ee0a25b36925039d,ausente,ausente,positivo,neutro,ausente,ausente,ausente,ausente,Museo de Sitio Huaca Pucllana,A_representativo,5,"The service was exceptional and enough servers spoke English to make it easy. They have all of Peru's traditional dishes, prepared very well. Great wine list too. Can't say enough about the views. Huaca Pucllana lit up at night looks spectacular."
gm_ee215e66fc923e88,ausente,neutro,ausente,positivo,ausente,positivo,ausente,ausente,Museo de Sitio Huaca Pucllana,B_minado,3,It’s a cool pyramid. Right in the city so it is unique. There is a great cafe right next to it. Unfortunately we were not able to go inside because you have to make reservations beforehand. Still cool and you can see part of it without going inside.
gm_ee96fd42e27a460d,ausente,ausente,positivo,positivo,ausente,ausente,ausente,ausente,Santuario Arqueológico de Pachacámac,A_representativo,5,"Los restos arqueologicos Incas construidos en un lugar sagrado para las culturas Lima, Wari, etc. a lo largo del tiempo, con un museo de sitio excelente y paseos guiados."
gm_eea3da54c55381ca,ausente,ausente,positivo,ausente,ausente,ausente,ausente,ausente,Huacas del Sol y de la Luna,A_representativo,5,Fascinating place to visit. We had a guide who did a great job of explaining the site.
gm_eeee1366859b48e4,ausente,ausente,ausente,positivo,ausente,ausente,ausente,ausente,Catarata de Ahuashiyacu,A_representativo,5,Muy bonito sus paisajes y la catarata excelente para conocer y disfrutar de lo nuestro esto es en Tarapoto Perú
gm_ef2279c92058fc60,ausente,ausente,ausente,positivo,neutro,ausente,ausente,ausente,Huacas del Sol y de la Luna,A_representativo,5,"Un lugar donde se puede apreciar la belleza y el detalle manual de la cultura Moche, hermosas pinturas que se conservan con el esfuerzo de un proyecto privado en alianza con la Universidad nacional de Trujillo. No te lo puedes perder. Los precios son: 10 $oles adultos, 5 $oles estudiantes y mayores de 60 años."
