review_uid,destination,source,language_review,stars,publishedAtDate,text_clean,pool,atractivos,costos,seguridad,accesibilidad,limpieza,atencion_servicio,gastronomia,alojamiento
gm_a801b41075d8347a,Museo de Sitio Huaca Pucllana,Google Maps,en,1,2025-08-05T15:30:45.989Z,"Had I known they had animals locked up in tiny cages, exposed to the sun (animals that live in cold weathers) just to show you what animals these cultures were in contact with, I would never have paid the entrance. They could just use animal figures, like they do to represent humans throughout the whole site.",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_ecbb1bddb212ca3e,Museo de Sitio Huaca Pucllana,Google Maps,en,1,2024-03-04T15:05:57.991Z,Not handicapped friendly. I would love to tell you about this place but I opted not to tour. Reason was that all tours are guided. Handicapped people can only do 1/2 of the tour. The tour then leaves the handicapped person at a particular place in the very hot peruvian sun for however long the able bodied people take to finish the rest of the tour. We were told 30-45 minutes. Can you imagine putting your 85 year old grandmother old in the sun in the middle of the day for that long? I cannot and cannot relate to what the Peruvians are thinking!!! Obviously they are not. I consider that cruel and that I why i cannot comment except to say your handicapped policies suck!!!,B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_7f65c9250a3979e0,Museo de Sitio Huaca Pucllana,Google Maps,en,3,2018-05-08T20:18:14.644Z,"It is good historical remain to visit. However, we only had to follow a guide, we coulnd't look around freely. The tour takes about 1hour",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_7c10e9741a4fe59d,Museo de Sitio Huaca Pucllana,Google Maps,en,2,2025-06-21T21:23:41.705Z,Not a lot to do here and the guided tour spends is about 30 minutes too long and full of filler content. it is relatively cheap.,B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_683dc3b727954e02,Museo de Sitio Huaca Pucllana,Google Maps,en,3,2024-12-28T18:42:28.434Z,It was ok. The ancient pyramid (partially) made of Adobe and the way of living at that time is shown in the outdoor museum. You can go up on the pyramid and down around with the guide. About 45min. Be sure to bring good sun block and hats as there are no shadows. Scheduled guided tour is required. You can't go on your own. The timing is when there are good enough people. English or Spanish. Ticket: 15 soles at the door.,B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_ee215e66fc923e88,Museo de Sitio Huaca Pucllana,Google Maps,en,3,2021-10-18T00:53:02.263Z,It’s a cool pyramid. Right in the city so it is unique. There is a great cafe right next to it. Unfortunately we were not able to go inside because you have to make reservations beforehand. Still cool and you can see part of it without going inside.,B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_f1a609cb338ce006,Museo de Sitio Huaca Pucllana,Google Maps,en,2,2024-04-13T16:03:38.606Z,"The official guide kept saying the whole time “we don’t really know what happened here or what this site was for or who lived or didn’t live here”. Pretty deflating. You can skip it. I like a nice historical site, but this was not worth the 15 soles and an hour of my time. Also - they make you wait for an official guide, you are not allowed to roam free. And the 6 mentions of tips throughout the tour are also pretty annoying. So different from other sites around Peru!",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_3ecea98704e6482f,Museo de Sitio Huaca Pucllana,Google Maps,en,3,2025-08-10T14:21:15.530Z,"Pucllana Site Museum in Miraflores offers a fascinating glimpse into Lima’s pre-Incan history. The guided tours, included in the affordable entry fee, take you through the adobe pyramid, small museum exhibits, and a native flora and fauna area in about an hour. Its central location makes it easy to visit, and the contrast of ancient ruins amid the modern city is striking. While the site is historically significant, it’s relatively small and not as visually impressive as other Peruvian ruins. A worthwhile and educational stop if you’re nearby, but not a must-see if you’re short on time.",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_29df23d20c69eec0,Museo de Sitio Huaca Pucllana,Google Maps,en,5,2019-03-09T03:24:09.190Z,"Service and food, from appetizer to dessert was as good as you can get... Outstanding resteraunt in outstanding location. My highest recommendation... You will not be disappointed but you will pay a reasonable amount for this excellent experience",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_57b37890d67fb111,Museo de Sitio Huaca Pucllana,Google Maps,en,1,2024-03-24T18:22:57.682Z,Not worth the visit. There’s an hour long guided tour but we left early bc it was so hot / uninformative. Would personally skip this one,B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_21bb3a078a9508fa,Museo de Sitio Huaca Pucllana,Google Maps,en,2,2024-11-23T01:50:36.009Z,"If you’ve been to any other Incan Ruins or done Machu Picchu this is not worth a visit. It’s one hour guided tour (no self touring allowed), walks through ruins within the city. Recommend other Inca sites, however it’s a reasonable way to burn an hour or so. Entry approx 15 soles",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_7d0a52d0d521d186,Museo de Sitio Huaca Pucllana,Google Maps,en,2,2024-08-31T20:12:16.293Z,"Disappointing (mandatory) tour. The guide was more interested in talking about pisco sour and coca leaves than the actual ruins, which we learned almost nothing about. The ruins themselves are also not the most interesting, there are much more impressive pre-Incan sites in Peru.",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_87b1c624d3792d51,Museo de Sitio Huaca Pucllana,Google Maps,en,2,2024-05-18T01:06:25.652Z,"Most of the site has been renovated to look more impressive. See my photo for the comparison of the original brickwork (left) and the rebuilt area (right). Whilst I appreciate the effort to recreate the impressive original state, the sense of authenticity has been lost. The information provided on the (mandatory) tour was lackluster. I would have liked to learn more information about the history, the architecture, the building techniques, the lima culture, instead of the plants the staff have grown in the back garden and the dogs and llamas on site. I also would have loved to walk around and explore myself. But sadly it's not permitted. Luckily the tour was only 1 hour.",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_6fe8659dd8d05e8f,Museo de Sitio Huaca Pucllana,Google Maps,en,3,2025-01-23T19:28:20.959Z,"The archaeological site itself is quite impressive—a remarkable piece of history right in the middle of Lima. The restoration efforts are commendable, and it’s fascinating to see such an ancient place surrounded by the modern city. However, my overall experience was mixed. • Tour Experience: Upon arrival, you’re required to join a guided tour (self-exploration isn’t allowed), which lasts about an hour and costs 15 soles. The tour was fairly basic, not particularly engaging or inviting for questions. I visited around 2–3 pm in January, and it was extremely hot with little to no shade, which made the experience uncomfortable. Additionally, the final viewpoint was inaccessible due to ongoing restoration as well as the museum, which was a letdown. • Animals: One major disappointment was the treatment of the animals on-site. There are llamas and guinea pigs that you can see towards the end of the tour, but they’re kept in small, barren enclosures with no real diversity in their surroundings—just sand and cement. It was disheartening to see, and I wish they were given more space and a more natural, enriched environment. • Additional Highlights: On a positive note, I appreciated seeing the local herbs and plants displayed at the end of the tour, which added a nice touch. Overall, while the site itself is worth visiting for its historical significance, I recommend managing your expectations regarding the tour. Also, I hope the management improves conditions for the animals in the future—it really detracted from the experience.",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_ba9fe23479bcff53,Museo de Sitio Huaca Pucllana,Google Maps,en,3,2023-04-07T03:11:49.889Z,"Tours are mandatory but are not great, there is some direction to them and the information is good but in larger groups you lose some of what is said and a few extra information boards would be useful. You have to buy tickets in advance",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_deaf66aa46b899c1,Museo de Sitio Huaca Pucllana,Google Maps,en,3,2018-08-04T20:57:36.228Z,"Nice to visit, especially if staying or walking in the area. I wouldn't organize a special trip for it. The tiny museum beside the entrance is very interesting with several cool artifacts.",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_cc1528e36c15841f,Museo de Sitio Huaca Pucllana,Google Maps,en,3,2026-03-14T21:53:32.303Z,The food has too many dressings and the flavor is lost. The area is too hot and lacks good ventilation.,B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_24bb28be7f3db7df,Museo de Sitio Huaca Pucllana,Google Maps,en,3,2016-07-07T09:35:54.825Z,"We went for dinner. The setting was very cool. The service and the food were mediocre. It was a neat experience, but I wouldn't return.",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_943450614fbfd1b1,Museo de Sitio Huaca Pucllana,Google Maps,en,2,2024-08-17T22:55:27.491Z,"The historic pyramid is very nice and interesting, but the way the animals are treated seems very sad and it does not seem necessary at all to „showcase“ them in the tour.",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_d753bc86d20dc5c3,Museo de Sitio Huaca Pucllana,Google Maps,en,2,2019-07-10T03:01:01.913Z,Very commerical. Food was average. Lima has better options for tourists. Service was poor,B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_5eb1eaca357383bb,Museo de Sitio Huaca Pucllana,Google Maps,en,1,2022-10-28T19:38:22.188Z,Apparently they said you need to make a reservation one day before you come. Great! Why this importation information is not published on their Web site?,B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_84d5ef4f66bcf689,Museo de Sitio Huaca Pucllana,Google Maps,en,3,2018-04-16T22:56:47.641Z,"Very interesting, gorgeous cafe next to it but the tour feels very long and you cannot explore yourself.",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_a47c7e35619e237d,Museo de Sitio Huaca Pucllana,Google Maps,en,3,2014-11-04T17:13:33.124Z,"It costs 12 soles to get in. There are frequent tours in English. The guide was very good. At one time it was used as a motocross course. They have a small room with artifacts and then several displays around the site. They also have some animals (guinea pig, alpaca..) and a small garden of local plants. It will take them years to excavate the whole site. Worth the admission price but not spectacular.",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_8651ee967438d78d,Museo de Sitio Huaca Pucllana,Google Maps,en,1,2021-09-06T15:51:40.977Z,Seems to be closed Sundays and Tuesdays now. Must reserve tour one day in advance or they won't let you in. Stupid. Great way to treat your tourists.,B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_08a18e49164d45d8,Museo de Sitio Huaca Pucllana,Google Maps,en,3,2023-06-25T03:01:43.483Z,"They have regular guided tours in Spanish and English which I think is the only way to visit the site. I did the English tour, because it was the next on the agenda, however our guide seemed very unmotivated, our group size was very big and we had to rush through because a lot of other groups were right behind us. So overall an alright experience… Price of 15 Soles per person is quite cheap though I reckon.",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_7953c66ab738e18d,Parque Arqueológico de Sacsayhuamán,Google Maps,en,3,2024-04-22T09:40:04.324Z,"Magnificent carved interlocking stones, however there was hardly any information about the site. Therefore it was hard to know what I was looking at. Tickets can be bought on site in the local currency.",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_e8a325dd1d8074d7,Parque Arqueológico de Sacsayhuamán,Google Maps,en,2,2024-12-01T13:20:02.162Z,"You pay around 15€ per person just to walk around there. No brochure provided no information nothing. If you go a bit more to the north there are some tunnel like structures which smell like pee and you’ll find plastic trash in every bush, while people climbed on the Inca rocks… I mean if you take 15€ per person you could at least hire someone who picks up the trash that people throw there no? Or install bins somewhere. The ruin itself is nice to visit and you can spent 1-2h there but the price is in no relation in what they actually provide or invest in maintenance.",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_292fe9c3d1396a3d,Parque Arqueológico de Sacsayhuamán,Google Maps,en,3,2024-11-24T22:25:41.971Z,"Really interesting historical place, we did on the half day tour of Cusco. Signage is not great while there so would recommend using a tour to get the history and detail. Also buy a tourist ticket for all historic sites if you want planning to do them it is cheaper than single entry.",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_92790ac5c98c1eaa,Parque Arqueológico de Sacsayhuamán,Google Maps,en,5,2025-03-23T16:47:21.328Z,"A must-do if you are staying in Cusco and looking for something to explore! It’s a short and inexpensive taxi ride from the city. Be sure to bring water, sunscreen, and a hat—I got burnt even with sunscreen! You can easily spend half a day here enjoying the beautiful scenery and relaxing atmosphere. A large group of alpacas roamed around when we visited, which was a fun sight. Don't miss the rock slide at the back of the park and the cave walk-through! The slide is surprisingly fast but so much fun—even for adults! We didn’t use a guide, but there were several available at the entrance for a fee. Make sure to bring soles for payment. You can also purchase a multi-day or multi-park pass to save money if you plan to visit other sites. After visiting, you can either walk a scenic trail back to Cusco or take a taxi. Cristo Blanco is nearby and just a short hike away if you want to add another stop. Overall, this place was definitely worth visiting—peaceful with stunning views.",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_0242f2259203a46f,Parque Arqueológico de Sacsayhuamán,Google Maps,en,1,2018-02-27T01:46:02.759Z,"70 Soles ($22 USD) Foreigner Entrance Fee. Here you will be able to see governments continue to separate humans by ethnicity in the form of an Entrance Pass. The big issue with Saqsaywaman is the park does not offer a Single Entrance Pass. Your entrance fee is buying 4 Park Passes valid for One Day Only! I was on a bicycle riding around the World. It was around 2.30pm when I visited, so I would not be able to take advantage of seeing any other parks today. The park staff said I could buy a more expensive 10 Day Pass. There are No Informational Signs with information other than a name as you tour the park. I visited on a Sunday, and Saqsaywaman feels more like a place you come to play in the afternoon with your family. Kids and adults were running and climbing all over the ""ruins"". The Park Staff didn't know where I should store the bicycle while I visited the park. The Park Staff suggested parking the bicycle in the parking lot with the cars. Don't look for the park staff to welcome you, or assist your experience of Saqsaywaman in any way. Saqsaywaman has a nice overlook of Cusco. Or you can visit the Statue of Christ or the San Cristobal Church for similar overlooks of Cusco if you do not wish to buy into the 4 Park Pass scheme.",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_c3db8a74893c047f,Parque Arqueológico de Sacsayhuamán,Google Maps,en,2,2024-05-05T22:29:22.233Z,Disappointing. No facilities on the site. Zero information. No visitors centre. You can't buy water. The staff are horrible. Blowing whistles if you lay on the grass due to some absurd regulation that you can sit down but you can't be supine. The guides were not knowledgeable. Reading from a pamphlet. Worth going but keep your expectations low,B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_498dc764ba4e38b4,Parque Arqueológico de Sacsayhuamán,Google Maps,en,3,2024-03-27T20:24:32.367Z,"Probably not worth buying tickets to unless you love ruins and plan to visit them all in a package deal. You can walk up to them easily following Google maps, and don't believe the locals who try to lie to you on your way up. There are only a few who do this but they can be convincing, basically telling you tickets aren't available or the walk is an hour longer. They want to charge you to do what you can essentially do for free with very little effort. I recommend you walk up and decide then if you want to buy the tickets. You'll see the ruins clearly from the ticket both and can make up your mind. If you decide not to, you can always walk to the Cristo instead, which is free and near the ticket booth.",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_aaad549535ecdd79,Parque Arqueológico de Sacsayhuamán,Google Maps,en,3,2021-10-24T04:40:22.456Z,Says it closes at 5:30 but actually closes at 3pm. Terrible for tourists who wouldn’t know this and only have one day to see it.,B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_46962824763bbbb6,Parque Arqueológico de Sacsayhuamán,Google Maps,en,1,2025-01-20T15:08:44.705Z,This place has an entrance ticket of 70 soles. Tourist trap. Not worth the cost and the trip. I will avoid. Not a lot to see. Minor site.,B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_f5c13822c5e89d3d,Parque Arqueológico de Sacsayhuamán,Google Maps,en,3,2022-06-29T01:01:24.781Z,"While a significant site and impressive archeological park, the rigid ticketing options are a let down. The only ticket available is a 10 day ticket including 3-4 other sites in the Sacred valley. Visited 1h30 before closing on the last day of the trip, the ticket didn’t make sense. Such a shame, losing out on visitors this way",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_01dda1177bb51440,Parque Arqueológico de Sacsayhuamán,Google Maps,en,4,2025-04-12T19:53:58.738Z,"Interesting ruins, but we visited the day after Machu Picchu so there wasn’t much comparison! We walked up from the central square in Cusco old town; about 25 minutes with some veeeery steep, veeery long sets of stairs, but good for your daily cardio! You have to pay 70 soles to get in, and the ticket is valid for 24 hours Saqsaywaman and 3 other sites, but there’s also another option that gives you longer. Be mindful that you can only pay in cash, in soles! The ruins themselves are nice, open and not that crowded, but fairly basic, and there are some nice viewpoints to take photos with views of Cusco. Visit here if you’re not all Inca ruined out.",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_d8a455fe2570483a,Parque Arqueológico de Sacsayhuamán,Google Maps,en,1,2023-02-12T21:05:54.864Z,"Lots of walking for an ok Inca temple. Really just walls of rocks. Interesting but grossly overpriced at USD$25 person with no map, brochure or anything. Annoying guides constantly to sell their services. If you’re doing Machu Picchu, skip this!!!",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_407ec3d11bcea2a4,Parque Arqueológico de Sacsayhuamán,Google Maps,en,3,2018-07-28T16:53:01.179Z,Entry fee of 70 Soles per person is ridiculous!!! Total tourist gouging which is very upsetting. If you can handle that the complex is huge and impressive with amazing massive rocks carved to perfection. If you are going to Machu Pichu though you will see more there so this is not a necessary visit.,B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_6cb9ed1dd07481e9,Parque Arqueológico de Sacsayhuamán,Google Maps,en,5,2019-10-16T23:22:53.320Z,This building by the Inka offers a beautiful view on Cusco. The entrance is 70PEN and includes 3 further ruins. There is not a lot of description so it is better to inform online or to come with a guide. The size of rocks is impressive and the fact that the Inkas used an acid to cut the stones.,B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_654482c185312eee,Parque Arqueológico de Sacsayhuamán,Google Maps,en,2,2025-01-01T21:04:22.923Z,"Interesting place. But you cannot buy a ticket just for it, you have to buy a combined ticket that costs 70 or 130 soles per person. The worst part is that they only tell you this after hiking all the way up... Also it closes at 5 and visiting the four landmarks included in the 70 soles ticket takes 3-4 hours so you need a whole day for this. Since we arrived at 3PM, we did not feel it is worth the price, so we climber up to the Christo instead: you have the same view of Cusco, can see most of the Saqsaywaman, and is free.",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_1bc566cd569c5e48,Parque Arqueológico de Sacsayhuamán,Google Maps,en,2,2026-01-10T21:18:00.739Z,"Looks beautiful, but 70 soles per person and then no card reader, only cash! Walked up the hill for nothing (Expect the nice view). Even the tiny shops in the city center offer a card reader, not ok for a prime tourist location.",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_6933e63a062c4ed6,Parque Arqueológico de Sacsayhuamán,Google Maps,en,1,2022-09-24T20:33:16.159Z,Mind it! A total tourist scam. They charge you 70 soles/ ticket. The landscape and the monuments are nice but not very special and at least not worth 70 soles (18$/€). Walk around the tourist attraction (especially coming from the cristo blanco) and make beautiful photos of it free of charge 😊,B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_c9f59780da5ae757,Parque Arqueológico de Sacsayhuamán,Google Maps,en,1,2024-11-16T17:49:53.295Z,"70 sol entrance Too touristic for my liking If you have nothing better to do, it’s ok.",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_a0f89119b3645ce6,Parque Arqueológico de Sacsayhuamán,Google Maps,en,3,2022-07-10T22:02:40.201Z,"Impressive piles of huge stones unless you come with a guide or a tour. Plaques in the historic park only state the name of the location/exhibit in Quechua, without anything relevant interpretive narrative to aid appreciation of its historic and cultural significance. I didn't even see a map of the park near the ticket offices/entrances. So self guided visitors can only follow the arrows to finish the tour. You must buy a partial (combo) tourist ticket for 4 historical sites, size a ticket for Saqsaywamam alone isn't available. But at the end of the self-guided tour, there is no signs pointing you to the next attraction included on the ticket. We had to ask at the ticket office since we didn't have a taxi waiting to take us there.",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_1629ee5c345c27fa,Parque Arqueológico de Sacsayhuamán,Google Maps,en,3,2018-08-17T20:48:44.636Z,Awesome site with significant history. Go see it. But beware of the on-site guides. Ours was okay..did not address some our questions and interests. AND he took us 400 meters away from site to a gift shop (surprise!) which we weren't interested in.,B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_192c0f3ec524020d,Parque Arqueológico de Sacsayhuamán,Google Maps,en,4,2026-05-06T11:55:51.971Z,"Amazing place, but there isn’t an option to only buy a ticket only for it so it is very overpriced. 70soles por 90 minutes max, and it doesn’t of course include a guide.",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_9c167f06df243893,Parque Arqueológico de Sacsayhuamán,Google Maps,en,5,2018-04-21T05:27:33.632Z,"It's an incredible place to visit! The biggest archeological site in the city of Cusco. The best time to visit is in the morning, because it gets to crowded in the afternoon. Make sure you are with a tour guide to get better understanding of the site.",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_26553706926f4a13,Parque Arqueológico de Sacsayhuamán,Google Maps,en,5,2020-01-07T00:54:32.342Z,You can see wonderful Cusco city view from here. It’s amazing sight. You can climb up here by walk from centro in 20minutes. But you need to walk slowly and carefully. And also need to have one bottle of water.,B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_ac3703b6398cfd75,Parque Arqueológico de Sacsayhuamán,Google Maps,en,1,2022-11-15T19:40:54.429Z,"If Machu Picchu is the 5, and Copán Ruinas (Honduras) is the 3, then this ruin is at the bottom. It’s lovely to see on a tour bus but not worth the hike or excursion.",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_f5ce9e8570478971,Parque Arqueológico de Sacsayhuamán,Google Maps,en,1,2022-11-13T21:43:40.396Z,"Ticket office is VERY RUDE @ 16:30, 13 (sunday) of November 2022. also it’s expensive to enter.",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_77c5144b3ef60543,Parque Arqueológico de Sacsayhuamán,Google Maps,en,2,2025-12-20T10:39:15.234Z,"""No se vale la pena"" There are some ruins. It is interestingthat they are veryold Inka buildings, and this is all. Many of places are closed. You cannot touch the stones. The ticket office doesn't sell water, there doesn't exist public transport, neither any other facilitation for an easy access. If you have problems with high altitude, low level of oxygen and stairs tha the only solution is a taxi (suggest uber), but you should paid 60 soles (20 USD) or more for a taxi (only 3 kilometers from the center). The tick price is 70 soles, and is expensive. There are no locker room, no elevator, no vending machine, no counters. Cannot buy water or anything else. If you walk on the stairs, you should know that the stairs are narrow, and there is none any bench or sitting place. In pictures you can see the rest point on the stairs, where you can probably hide if raining.",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_cea4f1502483017c,Parque Arqueológico de Sacsayhuamán,Google Maps,en,3,2017-12-21T15:59:58.591Z,"Nice but when compared to MP, Pisac, Olantaytambo and Ranchero it is average. Since it is just by Cuzco you should visit though.",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_a756042aae25f55c,Parque Arqueológico de Sacsayhuamán,Google Maps,en,4,2026-04-23T14:16:12.395Z,"Saqsaywaman absolutely blew me away — the scale of this place is hard to comprehend until you’re standing right next to those massive stones. 🏔️ The precision of the Inca construction is incredible, especially knowing it was built without modern tools. The views over Cusco are stunning, and it’s a great spot to take a walk, explore, and really feel the history around you. It’s less crowded than Machu Picchu, which makes the experience more relaxed and enjoyable. I’m giving it 4 stars because there’s not a lot of information on-site unless you have a guide, and it can feel a bit underwhelming if you don’t know the history beforehand. But overall, it’s definitely worth visiting — especially if you’re already in Cusco and want something impressive without a full-day trip",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_acd42f36e53d121b,Parque Arqueológico de Sacsayhuamán,Google Maps,en,1,2019-07-14T20:19:50.519Z,Didn't enter. Tickets are 40 usd (Lots of reviews saying 70 soles; as far as I understand that's the student price). The Acropolis cost less and I didn't enter because it was too expensive. Lots of people outside trying to sell you stuff. Avoid like the plague.,B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_2826a80695035d41,Parque Arqueológico de Sacsayhuamán,Google Maps,en,5,2018-06-26T13:30:05.299Z,"Bit of a hike on foot from Cusco, but 40 Soles admission wasn't bad.",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_f60f2fa1878c3190,Parque Nacional Huascarán,Google Maps,es,5,2019-01-16T00:21:36.950Z,"De lo más hermoso que han visto mis ojos. Por favor guardemos nuestra basura en los bolsillos, he visto muchos envoltorios de caramelos, eso degrada aún más el glaciar. Hagamos turismo ecoamigable💚",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_45d1aa031f9d04af,Parque Nacional Huascarán,Google Maps,en,4,2026-05-16T00:25:46.379Z,"Really beautiful place, with great views of the snowy peaks from almost every corner. The trail is quite trashy, though, and there are some abandoned huts. It feels frustrating to pay an entrance fee of 60–150 soles when the park rangers don’t seem to maintain the area much. There’s also a lot of donkey, horse, and cow manure on the trail. Still, the trekking options are excellent, especially the Alpamayo Circuit and Santa Cruz.",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_91dea3b093568078,Parque Nacional Huascarán,Google Maps,es,5,2019-01-25T21:51:24.463Z,"No deberíamos ensuciar los espacios del parque nacional, en lo posible, llevar bolsas de basura para evitar el impacto de la contaminación ambiental en lugares tan hermosos como los que posee.",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_358b4bad778f0d28,Parque Nacional Huascarán,Google Maps,es,4,2018-12-23T22:39:02.085Z,"Antes de llegar, infórmese bien sobre las tarifas de entrada para evitar malos ratos al momento de pagar.",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_d307da4d8f97bd13,Parque Nacional Huascarán,Google Maps,es,3,2019-02-10T13:23:52.051Z,"Excelente zona para pasear con la familia, lo único q debe mejorar es la atención que tienen las personas q están a cargo de los caballos. (Trasladan a los q deseen a las partes altas para lleguar al nevado, aunque igual se tiene q caminar 20 minutos más)",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_e7e64b1953b45451,Parque Nacional Huascarán,Google Maps,es,3,2018-01-03T14:42:18.915Z,Espectacular vista Corto paseo en bote y falta de otras opciones en la misma Laguna Yanganuco,B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_2b242dab906b5a8e,Parque Nacional Huascarán,Google Maps,es,5,2018-07-10T12:31:06.980Z,"El lugar es hermozo , mil puntos los único malo el acceso pura trocha , todos son amables la entrada al parque está 11 soles para nacionales y en las lagunas hay para pasear en bote 6 soles x persona niños pequeños no , comida tb hay , el paseo en bote al pie del Huascaran es un golazo pero piensas agua bajo 0 28mts de profundidad y encima es inmensa :/ valió la pena ir...",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_ae22e50bf7b2f94b,Parque Nacional Huascarán,Google Maps,en,5,2019-04-15T01:24:54.934Z,"Wonderful trip. The gasified water is cool, need to see it in sunlight to truly appreciate the color and depth. The puya raimondii are cool, but the mystery of why they aren't blooming is interesting. The walk from the visitor center to the glacier was humbling. Bring or buy chocolate to help with the altitude. 16500 feet needs to be adjusted to.",B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_cb6bff9bbd4fdecc,Parque Nacional Huascarán,Google Maps,en,5,2022-05-12T22:49:51.299Z,Come on.... How can you leave a bad review? This is the most breathtaking scenery I have ever witnessed. Wow.,B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_9c995ec53a2f35d2,Parque Nacional Huascarán,Google Maps,es,1,2018-10-16T19:14:28.390Z,Muy bacán le recomiendo a conocer para los que no conocen y una aventura de triyquin,B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
gm_3c6562499965af3d,Parque Nacional Huascarán,Google Maps,es,3,2019-04-25T09:12:52.512Z,Todo bien y es muy bueno el lugar para ir de paseo con la familia 👪,B_minado,ausente,ausente,ausente,ausente,ausente,ausente,ausente,ausente
